product_key,SKU_number,product_description,package_type,package_size,size,color,brand,category,subcategory,department,manufacturer,weight,unit_of_measure,unit_price_base
172,HH000171,Right myself station back check. Should money generation. Water bad party account democratic.,Box,X-Large,L,DarkCyan,HomeDepot,Home & Garden,Decor,Home & Garden,HomeDepot,9110,g,631.19
173,CH000172,Buy our century. Everything power law traditional decide kid. Return upon these type.,Pallet,Small,L,PaleGoldenRod,H&M,Clothing,Shoes,Clothing,H&M,580,g,674.13
174,CH000173,Any five same reveal. Join sport eye person.,Pallet,Medium,XL,FloralWhite,H&M,Clothing,Shirts,Clothing,H&M,427,g,343.12
175,BH000174,Response room peace successful modern by that type. Ahead late final training seek plant.,Envelope,Medium,S,LightPink,HarperCollins,Books,Educational,Books,HarperCollins,1720,g,509.58
176,TL000175,Improve whom seven pick role outside. Walk ask certain per. Become son exactly court want effect.,Envelope,X-Large,M,GreenYellow,Lego,Toys,Outdoor Toys,Toys,Lego,2809,g,376.34
177,TM000176,Different around prepare still sit thought. Decade who impact now environmental seat property.,Box,Large,L,Black,Mattel,Toys,Action Figures,Toys,Mattel,2094,g,954.96
178,SN000177,Along risk process deep art agency kid. Job play town get born this unit.,Crate,X-Large,L,LightSeaGreen,Nike,Sports,Sports Wear,Sports,Nike,7002,g,865.48
179,BE000178,But generation whom fear bring method easy. Scene order probably worry technology.,Pallet,X-Large,XS,Cyan,Estee Lauder,Beauty,Fragrance,Beauty,Estee Lauder,397,g,537.69
180,CU000179,Much price firm same. Teacher increase American site five those. Accept small now public.,Crate,Medium,S,MediumSpringGreen,Uniqlo,Clothing,Shoes,Clothing,Uniqlo,927,g,556.4
181,BL000180,Live one green rock possible player produce. Baby natural vote staff center nature.,Box,Medium,M,Thistle,L'Oreal,Beauty,Hair Care,Beauty,L'Oreal,413,g,572.14
182,FN000181,Southern rather enjoy across boy get. Wonder maintain just executive many strategy by.,Box,Medium,L,RosyBrown,Nestle,Food,Snacks,Food,Nestle,1977,g,912.37
183,ES000182,Job step between leave. Peace focus floor staff artist continue.,Pallet,Large,L,Tan,Samsung,Electronics,Laptops,Electronics,Samsung,1921,g,533.15
184,CA000183,Range economy floor president rather fish. Issue sport could hard expect picture letter.,Envelope,Medium,XL,MediumBlue,Adidas,Clothing,Shirts,Clothing,Adidas,177,g,307.03
185,TM000184,Lot western experience small accept fear. Perform low word put land responsibility science.,Bag,Medium,XL,Fuchsia,Mattel,Toys,Action Figures,Toys,Mattel,594,g,655.3
186,HA000185,Mouth surface reach series machine. Debate order oil door.,Pallet,Medium,S,Beige,Ashley,Home & Garden,Garden Tools,Home & Garden,Ashley,14517,g,463.83
187,BC000186,Billion do next successful serve. Yard describe color wear add another wife.,Bag,Large,N/A,LightGoldenRodYellow,Clinique,Beauty,Hair Care,Beauty,Clinique,127,g,721.72
188,FK000187,Best record call most. Plant item view fact face suffer grow manage.,Envelope,Medium,XL,Aqua,Kellogg's,Food,Pantry,Food,Kellogg's,1872,g,406.01
189,ES000188,Sea record protect three list address. Now civil red feeling middle get mission.,Envelope,Medium,XS,SpringGreen,Sony,Electronics,Tablets,Electronics,Sony,2059,g,230.43
190,CZ000189,Treatment offer president save. Themselves very else order.,Bag,Large,L,DarkRed,Zara,Clothing,Shoes,Clothing,Zara,501,g,217.92
191,SU000190,Place story exist thousand film himself east. Contain but vote agency although expert world.,Envelope,Medium,N/A,Indigo,Under Armour,Sports,Team Sports,Sports,Under Armour,608,g,67.95
192,FK000191,Month focus total student red act. Few market better.,Box,X-Large,M,Orange,Kraft,Food,Pantry,Food,Kraft,1062,g,628.44
193,BE000192,Involve research physical music. Mother yet attention scene present painting.,Bag,Medium,N/A,AliceBlue,Estee Lauder,Beauty,Fragrance,Beauty,Estee Lauder,55,g,507.41
194,TL000193,Girl entire past nature. Since job child what. Wall any pretty fast piece far.,Crate,Small,M,DeepSkyBlue,Lego,Toys,Outdoor Toys,Toys,Lego,211,g,601.69
195,FG000194,Must relationship keep. Nice room move set TV. Civil physical three account.,Crate,Medium,XS,LightCyan,General Mills,Food,Snacks,Food,General Mills,394,g,563.45
196,TM000195,Free drop response nearly while camera blood. Your next marriage student purpose billion.,Box,Medium,N/A,Navy,Mattel,Toys,Board Games,Toys,Mattel,527,g,238.61
197,EA000196,Range better water south its sing. Sea society bar. Goal walk threat energy study follow head form.,Crate,X-Large,XL,Gray,Apple,Electronics,Tablets,Electronics,Apple,1867,g,768.69
198,TL000197,Chance film you own policy make consumer.,Box,Small,N/A,PaleTurquoise,Lego,Toys,Board Games,Toys,Lego,1039,g,864.0
199,CZ000198,Citizen game newspaper drug. Civil pay design. Behavior money according low.,Box,Small,N/A,LightGray,Zara,Clothing,Shirts,Clothing,Zara,378,g,565.78
200,CH000199,According quickly might since lead ok. Third interview service ok let physical.,Pallet,Medium,XS,BurlyWood,H&M,Clothing,Shoes,Clothing,H&M,598,g,554.44
201,SA000200,Structure process image wait. Water discussion ability never recent learn weight.,Envelope,Large,XL,DeepSkyBlue,Adidas,Sports,Outdoor Gear,Sports,Adidas,8235,g,955.81
202,SP000201,Director read same good sign seek exist. Too or firm everything.,Box,Large,L,FireBrick,Puma,Sports,Sports Wear,Sports,Puma,234,g,316.2
203,EA000202,Information election ground role. White grow community fish.,Crate,Large,M,LightSteelBlue,Apple,Electronics,Accessories,Electronics,Apple,3738,g,988.13
204,BC000203,Law nothing end whose everyone above. Scene thus outside adult account.,Envelope,Large,S,Magenta,Clinique,Beauty,Hair Care,Beauty,Clinique,200,g,462.34
205,BL000204,As end than major traditional need suffer.,Crate,Medium,XS,Red,L'Oreal,Beauty,Skincare,Beauty,L'Oreal,259,g,395.37
206,ED000205,Gun have win growth police into word three. Couple three with owner.,Crate,Medium,S,RosyBrown,Dell,Electronics,Laptops,Electronics,Dell,4438,g,177.92
207,SP000206,Eat message age police. Foot rich particular place however memory. Time morning difficult sea.,Crate,Large,XS,Aqua,Puma,Sports,Exercise Equipment,Sports,Puma,7661,g,520.1
208,HA000207,Series buy lot section moment will choose. Evidence something industry wonder.,Crate,X-Large,N/A,Thistle,Ashley,Home & Garden,Bedding,Home & Garden,Ashley,10594,g,759.0
209,SN000208,Figure nation charge white reflect. Would class run growth.,Box,Medium,XS,Aquamarine,Nike,Sports,Outdoor Gear,Sports,Nike,3509,g,671.79
210,BH000209,History so hospital city mean no attack. Age study size nothing over manager others.,Crate,Small,L,DarkGoldenRod,HarperCollins,Books,Educational,Books,HarperCollins,1738,g,680.42
211,EL000210,Reveal kind eye security born. Cost maybe through determine theory.,Crate,Medium,L,YellowGreen,LG,Electronics,Smartphones,Electronics,LG,1092,g,11.89
212,TF000211,Appear activity size until research father. Our her really our. Expert very choose prevent.,Envelope,Large,XS,DarkBlue,Fisher-Price,Toys,Action Figures,Toys,Fisher-Price,1852,g,276.43
213,HW000212,"Sure finally fund. Crime exactly know worry local.
Kind fall record. Fish civil court model.",Crate,Large,XS,Chartreuse,Wayfair,Home & Garden,Bedding,Home & Garden,Wayfair,9864,g,249.78
214,BP000213,Human out carry garden. Business personal ago in represent today benefit.,Box,Small,M,DeepPink,Penguin,Books,Comics,Books,Penguin,953,g,319.49
215,SN000214,Because sit admit true same. Material interest security side second this.,Box,Small,M,WhiteSmoke,Nike,Sports,Sports Wear,Sports,Nike,9576,g,533.59
216,CA000215,Day series step program customer simply. Pretty then buy rate scene.,Box,Large,N/A,Lavender,Adidas,Clothing,Pants,Clothing,Adidas,137,g,616.15
217,TH000216,Pretty quite seat beyond bring soldier house. System situation indicate professor break.,Crate,Small,N/A,LightGoldenRodYellow,Hasbro,Toys,Educational Toys,Toys,Hasbro,1765,g,748.2
218,BH000217,Meet understand check two. From prevent half argue might bring. Game cover million about style.,Bag,Medium,XS,LimeGreen,HarperCollins,Books,Educational,Books,HarperCollins,1054,g,741.52
219,CZ000218,Figure day might. Line also beyond choice general hundred. Size up own site pull.,Box,Large,XS,Tomato,Zara,Clothing,Accessories,Clothing,Zara,874,g,772.61
220,SU000219,Yet outside often deep cause. New loss free building course story.,Crate,Small,XS,Linen,Under Armour,Sports,Team Sports,Sports,Under Armour,8761,g,295.31
221,SA000220,Between partner response also among choose. Now organization just list war. Teach actually nearly.,Crate,Small,L,Aquamarine,Adidas,Sports,Outdoor Gear,Sports,Adidas,8224,g,245.66
222,SU000221,Sound mission describe in. Prevent site charge ago allow. Throw director plant vote call.,Crate,Small,XL,RoyalBlue,Under Armour,Sports,Sports Wear,Sports,Under Armour,4501,g,402.6
223,FK000222,World through simple agreement class clearly someone. Interest pull or fact.,Box,X-Large,N/A,Chocolate,Kraft,Food,Specialty,Food,Kraft,1246,g,445.4
224,CU000223,Table watch stuff I general. Play life just security.,Bag,Large,M,PaleGoldenRod,Uniqlo,Clothing,Accessories,Clothing,Uniqlo,639,g,547.83
225,HI000224,Easy thousand we six. Then image adult any. Quickly worry too hospital mother every.,Pallet,Small,M,Wheat,IKEA,Home & Garden,Decor,Home & Garden,IKEA,3871,g,825.54
226,FK000225,Particularly heart say design society town. Compare bag box. Trade ten true which.,Box,X-Large,XL,DarkKhaki,Kellogg's,Food,Beverages,Food,Kellogg's,889,g,753.32
227,SN000226,Until mean product trouble sound. Can would risk size. Give people wind beat success beautiful.,Box,Large,XL,Ivory,Nike,Sports,Team Sports,Sports,Nike,7313,g,871.04
228,SA000227,Case wind its. Rather however son authority order mention trade decide.,Pallet,Large,XS,Turquoise,Adidas,Sports,Exercise Equipment,Sports,Adidas,7157,g,706.93
229,HI000228,Join save because those floor sit dinner. Physical within parent. Long memory without nor.,Pallet,Large,XL,Thistle,IKEA,Home & Garden,Decor,Home & Garden,IKEA,2489,g,102.24
230,BL000229,Either from seek miss.,Bag,X-Large,S,NavajoWhite,L'Oreal,Beauty,Makeup,Beauty,L'Oreal,427,g,5.73
231,SP000230,Financial laugh newspaper cold also money. Bit peace sea of at us.,Pallet,X-Large,N/A,PowderBlue,Puma,Sports,Exercise Equipment,Sports,Puma,6671,g,370.28
232,SA000231,Bag movie sister. Box clearly scientist a knowledge physical. Ahead year bar article tree.,Box,Small,N/A,Navy,Adidas,Sports,Outdoor Gear,Sports,Adidas,8907,g,892.95
233,HA000232,Already test actually question between may mother. Room together address later unit.,Pallet,Medium,XS,Olive,Ashley,Home & Garden,Bedding,Home & Garden,Ashley,14920,g,150.19
234,FK000233,Mean foot source professor brother rule. House hair whom think term.,Envelope,Small,N/A,LightSteelBlue,Kraft,Food,Pantry,Food,Kraft,1425,g,26.37
235,BP000234,Pattern open public bar month. Painting cut create much already.,Envelope,X-Large,XL,Magenta,Penguin,Books,Educational,Books,Penguin,573,g,560.36
236,ED000235,Impact wife coach station thus light authority. Class new ten why. Light prove know entire.,Pallet,X-Large,M,Pink,Dell,Electronics,Laptops,Electronics,Dell,1609,g,965.05
237,BE000236,Option choose seek.,Bag,X-Large,M,CadetBlue,Estee Lauder,Beauty,Fragrance,Beauty,Estee Lauder,426,g,858.99
238,TF000237,Stuff trial because growth. Tv tonight there official cut doctor.,Envelope,Medium,L,DeepPink,Fisher-Price,Toys,Board Games,Toys,Fisher-Price,1607,g,393.37
239,TF000238,Around require he owner anyone story door. Later story bring trip indeed arrive.,Pallet,X-Large,S,SeaGreen,Fisher-Price,Toys,Action Figures,Toys,Fisher-Price,2409,g,893.0
240,TM000239,Push necessary even. Page speak young chair condition story exactly. Friend believe could write.,Bag,Small,L,MediumOrchid,Mattel,Toys,Board Games,Toys,Mattel,2044,g,930.97
241,EL000240,Look son necessary himself despite. Dog within part however. Anything big read create.,Crate,Medium,S,Cornsilk,LG,Electronics,Audio,Electronics,LG,3725,g,352.05
242,ES000241,Data within law benefit good. There really word thousand reality edge staff believe.,Pallet,X-Large,XL,SeaShell,Sony,Electronics,Accessories,Electronics,Sony,969,g,568.63
243,TM000242,Team term not election. Amount vote message notice for.,Crate,Medium,XL,LimeGreen,Mattel,Toys,Board Games,Toys,Mattel,2089,g,330.22
244,BR000243,Difference hit gun similar off human. Form similar whether method history paper.,Bag,Medium,N/A,MidnightBlue,Random House,Books,Comics,Books,Random House,988,g,794.98
245,BP000244,Claim movement small away wish. Drug born yard art.,Crate,Medium,L,MediumVioletRed,Penguin,Books,Fiction,Books,Penguin,1141,g,598.73
246,BR000245,Size than hour history record first must. Term operation we likely.,Box,Medium,XS,MediumTurquoise,Random House,Books,Comics,Books,Random House,1960,g,446.1
247,ED000246,Game it discover friend. Chair present ever rock beautiful power just.,Bag,X-Large,XL,Fuchsia,Dell,Electronics,Tablets,Electronics,Dell,2983,g,687.34
248,FG000247,Happy throw green crime. You act lose exactly people stand expert.,Bag,Medium,L,Bisque,General Mills,Food,Pantry,Food,General Mills,1113,g,190.99
249,HW000248,Upon not often and pay truth civil.,Bag,Small,N/A,DarkKhaki,Wayfair,Home & Garden,Garden Tools,Home & Garden,Wayfair,15290,g,516.78
250,TL000249,We example great five service. Board degree heavy price seven well bit give.,Envelope,Large,M,Plum,Lego,Toys,Educational Toys,Toys,Lego,380,g,7.46
251,ED000250,"Impact tax entire relate. Form light character face.
Career energy billion.",Pallet,Large,N/A,Black,Dell,Electronics,Gaming,Electronics,Dell,535,g,208.69
252,BM000251,Water possible first property among. By glass look structure. Agree open analysis enjoy agree.,Pallet,Large,XS,IndianRed,MAC,Beauty,Fragrance,Beauty,MAC,231,g,368.72
253,HW000252,Can few short ten. Least across next effort. Head answer use newspaper deal debate guess special.,Crate,Medium,XL,MidnightBlue,Wayfair,Home & Garden,Bedding,Home & Garden,Wayfair,14281,g,573.66
254,ED000253,Rise wear claim nothing outside.,Envelope,X-Large,XS,SlateBlue,Dell,Electronics,Smartphones,Electronics,Dell,1513,g,795.78
255,ES000254,Loss approach agree political example out cold only.,Box,X-Large,XS,Teal,Samsung,Electronics,Accessories,Electronics,Samsung,621,g,63.85
256,SA000255,Energy site support. Morning great growth standard one.,Envelope,Small,XS,LightSkyBlue,Adidas,Sports,Sports Wear,Sports,Adidas,2698,g,292.69
257,BE000256,"Month detail price blue seek institution.
Source young theory attention may.",Envelope,X-Large,M,PaleGreen,Estee Lauder,Beauty,Hair Care,Beauty,Estee Lauder,191,g,640.13
258,EL000257,Response worry late usually. Project get start number city remain. Light myself energy.,Box,Large,XS,DarkMagenta,LG,Electronics,Accessories,Electronics,LG,1430,g,985.47
259,TL000258,Stop one central security now social source. Imagine line seem defense first nation when.,Pallet,X-Large,N/A,MediumTurquoise,Lego,Toys,Action Figures,Toys,Lego,371,g,892.55
260,BR000259,Field recognize chair. Analysis respond compare example finish.,Bag,Large,L,DarkSalmon,Random House,Books,Educational,Books,Random House,783,g,39.36
261,CA000260,Bar easy his such hard serious dog. Term never call Congress. Form impact executive.,Box,Small,M,LawnGreen,Adidas,Clothing,Shirts,Clothing,Adidas,223,g,46.37
262,HI000261,Skin discuss inside understand. Seem one writer might.,Bag,Small,L,LightCyan,IKEA,Home & Garden,Garden Tools,Home & Garden,IKEA,3193,g,743.74
263,BM000262,Reveal really none. Specific future wrong yourself star describe month after.,Box,Large,XS,DarkCyan,MAC,Beauty,Fragrance,Beauty,MAC,252,g,474.61
264,HH000263,Discover apply per somebody adult end forget kitchen. Forward have memory wind.,Bag,Small,M,DarkBlue,HomeDepot,Home & Garden,Bedding,Home & Garden,HomeDepot,15767,g,254.56
265,SN000264,Green everyone team me. Body around game prove specific will gun focus.,Bag,Small,XL,Cyan,Nike,Sports,Exercise Equipment,Sports,Nike,541,g,77.67
266,FN000265,South investment surface argue. Interest music could price we receive. Reveal new bank top.,Box,Medium,N/A,DarkGray,Nestle,Food,Specialty,Food,Nestle,393,g,26.55
267,HI000266,Environmental police line writer rule boy word. Suddenly who education oil out fish nearly.,Box,X-Large,L,FireBrick,IKEA,Home & Garden,Garden Tools,Home & Garden,IKEA,4202,g,664.28
268,HH000267,Painting agreement left couple upon treatment set. Reveal market effort.,Crate,X-Large,M,Chartreuse,HomeDepot,Home & Garden,Kitchen,Home & Garden,HomeDepot,12988,g,796.15
269,BM000268,Reveal us focus. Course piece security trade. Effect eye idea nation mission.,Envelope,Small,L,PapayaWhip,MAC,Beauty,Hair Care,Beauty,MAC,244,g,883.23
